B	UkrainianVoicesApp/App/ContentView.swift	1777	Видалити \(entry.displayWord)
B	UkrainianVoicesApp/App/ContentView.swift	1818	Видалити запис «\($0.displayWord)»?
B	UkrainianVoicesApp/App/ContentView.swift	1818	Видалити запис?
B	UkrainianVoicesApp/App/ContentView.swift	1893	\(entry.abbreviation), читати як \(entry.replacement)
B	UkrainianVoicesApp/App/ContentView.swift	1915	читати як \(entry.replacement)
B	UkrainianVoicesApp/App/ContentView.swift	1919	Базова заміна: \(entry.abbreviation), читати як \(entry.replacement)
B	UkrainianVoicesApp/App/ContentView.swift	1959	Не вдалося відкрити файл словника: \(error.localizedDescription)
B	UkrainianVoicesApp/App/ContentView.swift	1965	Видалити запис «\($0.abbreviation)»?
B	UkrainianVoicesApp/App/ContentView.swift	1965	Видалити запис?
B	UkrainianVoicesApp/App/ContentView.swift	1989	Знайдено записів: \(preview.entries.count). Некоректних рядків буде пропущено: \(preview.skippedLines).
B	UkrainianVoicesApp/App/ContentView.swift	2164	Ліцензія: \(item.license)
B	UkrainianVoicesApp/App/ContentView.swift	2165	Атрибуція: \(item.attribution)
B	UkrainianVoicesApp/App/ContentView.swift	2170	Відкрити ліцензію для \(item.title)
B	UkrainianVoicesApp/App/ContentView.swift	2176	\(item.title). Ліцензія: \(item.license). Атрибуція: \(item.attribution). \(item.note)
B	UkrainianVoicesApp/App/ContentView.swift	2226	Відкрийте Налаштування.
B	UkrainianVoicesApp/App/ContentView.swift	2227	Перейдіть до Універсальний доступ.
B	UkrainianVoicesApp/App/ContentView.swift	2228	Відкрийте VoiceOver.
B	UkrainianVoicesApp/App/ContentView.swift	2229	Відкрийте Мовлення.
B	UkrainianVoicesApp/App/ContentView.swift	2230	Додайте або виберіть українську мову.
B	UkrainianVoicesApp/App/ContentView.swift	2231	У списку голосів виберіть Anatol, Marianna, Natalia або Volodymyr.
B	UkrainianVoicesApp/App/ContentView.swift	2237	Відкрийте Системні параметри.
